country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id,party_name_ascii,family_name_short,family_name,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,family_id
HUN,Hungary,parliament,2014-04-06,0.56,0.0,199,MMP,Magyar Munkáspárt,Hungarian Workers' Party,0.6316,39,814,688.0,846.0,1202,Magyar Munkaspart,com,Communist/Socialist,2.6842,5.809,3.3388,,,1348210.0,,,,2002.0,,14
HUN,Hungary,parliament,2014-04-06,44.87,,199,Fi+KDNP,Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt,Fidesz -- Hungarian Civic Party / Christian Democratic People's Party,6.5432,39,814,688.0,846.0,437,Fidesz -- Magyar Polgari Szovetseg / Keresztenydemokrata Neppart,con,Conservative,3.9949,7.5275,6.6143,86421.0,157.0,1348421.0,,1603.0,,1872.0,2302.0,26
IRL,Ireland,parliament,2016-02-26,25.52,49.0,157,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.4372,37,1002,698.0,904.0,1393,Fine Gael,chr,Christian democracy,6.1603,5.787,9.1708,53520.0,168.0,1372520.0,904.0,1904.0,702.0,6307.0,702.0,3
IRL,Ireland,parliament,2016-02-26,24.35,44.0,157,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),6.0713,37,1002,698.0,904.0,280,Fianna Fail,con,Conservative,5.8991,6.9898,7.8389,53620.0,167.0,1372620.0,903.0,1903.0,701.0,6287.0,701.0,26
IRL,Ireland,parliament,2016-02-26,13.85,23.0,157,SF,Sinn Féin,Sinn Fein,2.7935,37,1002,698.0,904.0,2217,Sinn Fein,com,Communist/Socialist,2.0316,4.5005,3.3,53951.0,172.0,1372951.0,,,,6387.0,,14
IRL,Ireland,parliament,2016-02-26,11.14,12.0,157,none,no party affiliation,no party affiliation,,37,1002,698.0,904.0,30,no party affiliation,none,no family,,,,,,1372000.0,,,,,,12
IRL,Ireland,parliament,2016-02-26,6.61,7.0,157,Lab,Labour Party,Labour Party,3.6252,37,1002,698.0,904.0,318,Labour Party,soc,Social democracy,3.353,3.1071,7.1292,53320.0,170.0,1372320.0,902.0,1902.0,703.0,6347.0,703.0,11
IRL,Ireland,parliament,2016-02-26,4.21,6.0,157,IA,Independent Alliance,Independent Alliance,,37,1002,698.0,904.0,2622,Independent Alliance,none,no family,,,,,,,,,,,,12
IRL,Ireland,parliament,2016-02-26,3.95,6.0,157,SP,Socialist Party,Socialist Party,1.2,37,1002,698.0,904.0,1014,Socialist Party,com,Communist/Socialist,1.4,3.0,3.3,,173.0,,,,,,708.0,14
IRL,Ireland,parliament,2016-02-26,1.47,4.0,157,IC,Independents 4 Change,Independents 4 Change,,37,1002,698.0,904.0,2621,Independents 4 Change,none,no family,,,,,,,,,,,,12
IRL,Ireland,parliament,2016-02-26,3.01,3.0,157,DS,Daonlathaigh Shóisialta,Social Democrats ,3.3,37,1002,698.0,904.0,2619,Daonlathaigh Shoisialta,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
IRL,Ireland,parliament,2016-02-26,2.72,2.0,157,Green,Green Party  – Comhaontas Glas,Green Party,2.435,37,1002,698.0,904.0,1573,Green Party -- Comhaontas Glas,eco,Green/Ecologist,2.462,2.1754,3.0472,53110.0,169.0,1372110.0,,,705.0,6327.0,705.0,19
IRL,Ireland,parliament,2016-02-26,0.35,1.0,157,one-seat,one seat,one seat,,37,1002,698.0,904.0,2298,one seat,none,no family,,,,,,,,,,,,12
IRL,Ireland,parliament,2016-02-26,2.18,0.0,157,RI,Renua Ireland,Renua Ireland,7.4,37,1002,698.0,904.0,2620,Renua Ireland,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
ISL,Iceland,parliament,2013-04-27,26.7,19.0,63,Sj,Sjálfstæðisflokkurinn,Independence Party,7.4854,56,798,36.0,651.0,1342,Sjalfstaedisflokkurinn,con,Conservative,7.6316,4.0351,7.8,15620.0,,,,1705.0,,6217.0,,26
ISL,Iceland,parliament,2013-04-27,24.43,19.0,63,F,Framsóknarflokkurinn,Progressive Party,5.0365,56,798,36.0,651.0,1455,Framsoknarflokkurinn,agr,Agrarian,5.6579,3.8596,5.4,15810.0,,,,1703.0,,6203.0,,2
ISL,Iceland,parliament,2013-04-27,12.85,9.0,63,Sam,Samfylkingin,Social Democratic Alliance,4.0789,56,798,36.0,651.0,1006,Samfylkingin,soc,Social democracy,4.2982,1.0088,8.1,15328.0,,,,,,6259.0,,11
ISL,Iceland,parliament,2013-04-27,10.87,7.0,63,Graen,Vinstrihreyfingin – grænt framboð,Left-Green Movement,1.1842,56,798,36.0,651.0,210,Vinstrihreyfingin -- graent frambod,eco,Green/Ecologist,1.4474,1.6667,6.5,15111.0,,,,,,6273.0,,19
ISL,Iceland,parliament,2013-04-27,8.25,6.0,63,BF,Björt framtíð,Bright Future,6.0,56,798,36.0,651.0,2204,Bjort framtid,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ISL,Iceland,parliament,2013-04-27,5.1,3.0,63,Pi,Pírata,Pirate Party,2.5,56,798,36.0,651.0,2205,Pirata,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
ISL,Iceland,parliament,2013-04-27,3.1,0.0,63,Dawn,"Dögun – stjórnmálasamtök um réttlæti, sanngirni og lýðræði","Dawn -- Organization of justice, fairness and democracy",,56,798,36.0,651.0,2206,"Dogun -- stjornmalasamtok um rettlaeti, sanngirni og lydraedi",spec,Special issue,,,,,,,,,,,,16
ISL,Iceland,parliament,2013-04-27,3.02,0.0,63,FH,Flokkur Heimilanna,Households Party,,56,798,36.0,651.0,2207,Flokkur Heimilanna,spec,Special issue,,,,,,,,,,,,16
ISL,Iceland,parliament,2013-04-27,2.46,0.0,63,IDP,Lýðræðisvaktin,Iceland Democratic Party,2.5,56,798,36.0,651.0,2208,Lydraedisvaktin,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
ISL,Iceland,parliament,2013-04-27,1.73,0.0,63,HG,Hægri Grænir flokkur fólksins,RIght-Green People's Party,6.0,56,798,36.0,651.0,2209,Haegri Graenir flokkur folksins,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ISL,Iceland,parliament,2013-04-27,1.07,0.0,63,Rebo,Regnboginn,Rainbow,1.2,56,798,36.0,651.0,2210,Regnboginn,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ISR,Israel,parliament,2015-03-17,23.4,30.0,120,L,Likud,The Consolidation,6.6788,34,852,815.0,1155.0,678,Likud,con,Conservative,7.4912,6.0,7.8,72622.0,,,,,,6488.0,,26
ISR,Israel,parliament,2015-03-17,18.67,24.0,120,HM|HA,HaMa'arakh | HaAvoda,Alignment | Labor,3.3,34,852,815.0,1155.0,244,HaMa'arakh | HaAvoda,soc,Social democracy,3.5,3.5,8.1,72320.0,,,,,,,,11
ISR,Israel,parliament,2015-03-17,10.61,13.0,120,Raam,al-Qā'ima al-'Arabiyya al-Muwaḥḥada,United Arab List,,34,852,815.0,1155.0,1846,al-Qa'ima al-'Arabiyya al-Muwahhada,spec,Special issue,,,,,,,,,,,,16
ISR,Israel,parliament,2015-03-17,8.82,11.0,120,YA,Yesh Atid,There is a Future,6.0,34,852,815.0,1155.0,2321,Yesh Atid,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ISR,Israel,parliament,2015-03-17,7.49,10.0,120,Kulanu,Kulanu,All of Us,6.0,34,852,815.0,1155.0,2410,Kulanu,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ISR,Israel,parliament,2015-03-17,6.74,8.0,120,Mafdal,Miflaga Datit Leumit,National Religious Party,8.6207,34,852,815.0,1155.0,214,Miflaga Datit Leumit,right,Right-wing,3.9035,9.3466,2.4,72530.0,,,,,,6522.0,,40
ISR,Israel,parliament,2015-03-17,5.74,7.0,120,Shas,Shomrei Sfarad,Sfarad's guards of the Torah,7.0417,34,852,815.0,1155.0,788,Shomrei Sfarad,spec,Special issue,2.1637,9.6842,,72533.0,,,,,,6555.0,,16
ISR,Israel,parliament,2015-03-17,5.1,6.0,120,YB,Yisrael Beiteinu,Israel is Our Home,8.7,34,852,815.0,1155.0,1816,Yisrael Beiteinu,right,Right-wing,5.9,8.6,2.4,72625.0,,,,,,,,40
ISR,Israel,parliament,2015-03-17,4.99,6.0,120,YH,Yahadut HaTora HaMeuhedet,United Torah Judaism,6.9396,34,852,815.0,1155.0,1303,Yahadut HaTora HaMeuhedet,con,Conservative,2.8146,9.7556,7.8,72535.0,,,,,,6589.0,,26
ISR,Israel,parliament,2015-03-17,3.93,5.0,120,Meretz,Meretz,Energy,1.7786,34,852,815.0,1155.0,1419,Meretz,soc,Social democracy,3.2632,0.6667,8.1,72326.0,,,,,,6505.0,,11
ISR,Israel,parliament,2015-03-17,1.12,0.0,120,AlYa,Ale Yarok,Green Leaf,2.5,34,852,815.0,1155.0,2323,Ale Yarok,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
ISR,Israel,parliament,2015-03-17,2.97,0.0,120,Yachad,Yachad,Together,8.7,34,852,815.0,1155.0,2411,Yachad,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
ITA,Italy,parliament,2013-02-25,25.42,292.0,617,PD,Partito Democratico,Democratic Party,2.6216,26,789,111.0,983.0,382,Partito Democratico,soc,Social democracy,2.9825,2.0943,7.834,,180.0,1380331.0,,,,6626.0,837.0,11
ITA,Italy,parliament,2013-02-25,25.55,108.0,617,M5S,Movimento 5 Stelle,Five Star Movement,2.5,26,789,111.0,983.0,2155,Movimento 5 Stelle,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
ITA,Italy,parliament,2013-02-25,21.56,97.0,617,FI-PdL,Forza Italia – Il Popolo della Libertà,Go Italy -- The People of Freedom,7.1459,26,789,111.0,983.0,596,Forza Italia -- Il Popolo della Liberta,con,Conservative,7.913,6.5983,5.0946,32610.0,186.0,1380630.0,,,816.0,6646.0,815.0,26
ITA,Italy,parliament,2013-02-25,3.2,37.0,617,SL,Sinistra (Ecologia) Libertà,Left (Ecology) Freedom,1.2,26,789,111.0,983.0,465,Sinistra (Ecologia) Liberta,com,Communist/Socialist,1.4,3.0,3.3,,371.0,1380007.0,,,,,838.0,14
ITA,Italy,parliament,2013-02-25,8.3,37.0,617,SC,Scelta Civica,Civic Choice,6.0,26,789,111.0,983.0,2156,Scelta Civica,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ITA,Italy,parliament,2013-02-25,4.08,18.0,617,LN,Lega Nord,North League,7.8007,26,789,111.0,983.0,1436,Lega Nord,right,Right-wing,7.9138,7.9003,3.2088,32720.0,178.0,1380720.0,,2109.0,812.0,6706.0,811.0,40
ITA,Italy,parliament,2013-02-25,1.95,9.0,617,FdI-CN,Fratelli d'Italia – Centrodestra Nazionale,Brothers of Italy -- National Centre-right,7.4,26,789,111.0,983.0,2154,Fratelli dItalia -- Centrodestra Nazionale,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
ITA,Italy,parliament,2013-02-25,1.78,8.0,617,UC,Unione / Centro,Union / Centre,6.1092,26,789,111.0,983.0,226,Unione / Centro,chr,Christian democracy,5.1181,7.8038,7.128,,188.0,1380523.0,,,818.0,6846.0,818.0,3
ITA,Italy,parliament,2013-02-25,0.49,6.0,617,CD,Centro Democratico, Democratic Centre,6.0,26,789,111.0,983.0,2153,Centro Democratico,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ITA,Italy,parliament,2013-02-25,0.43,5.0,617,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,789,111.0,983.0,1030,Suedtiroler Volkspartei,spec,Special issue,5.085,6.9,7.6083,,,,,,,,827.0,16
ITA,Italy,parliament,2013-02-25,2.25,0.0,617,RC,Rivoluzione Civile,Civil Revolution,1.2,26,789,111.0,983.0,2157,Rivoluzione Civile,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ITA,Italy,parliament,2013-02-25,1.11,0.0,617,FiD,Fermare il Declino,Stop the Decline,6.0,26,789,111.0,983.0,2158,Fermare il Declino,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
ITA,Italy,parliament,2013-02-25,,0.0,617,FLI,Futuro e libertà per l'Italia,Future and Freedom for Italy,7.4,26,789,111.0,983.0,1477,Futuro e liberta per l'Italia,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
JPN,Japan,parliament,2014-12-14,33.11,290.0,475,LDP,Jiyū Minshutō,Liberal Democratic Party,8.0252,5,850,788.0,1044.0,1193,Jiyu Minshuto,con,Conservative,4.8094,7.7747,7.8,71620.0,,,,2205.0,,8424.0,,26
JPN,Japan,parliament,2014-12-14,18.33,73.0,475,DPJ,Minshutō,Democratic Party of Japan,5.5717,5,850,788.0,1044.0,439,Minshuto,con,Conservative,5.06,4.1541,7.8,71624.0,,,,,,8352.0,,26
JPN,Japan,parliament,2014-12-14,15.72,41.0,475,JReP,Nippon Ishin no Kai,Japan Restoration Party,7.4,5,850,788.0,1044.0,2136,Nippon Ishin no Kai,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
JPN,Japan,parliament,2014-12-14,13.71,35.0,475,K,Kōmeitō,Komeito Party,5.6871,5,850,788.0,1044.0,837,Komeito,con,Conservative,4.4549,6.25,7.8,71530.0,,,,2203.0,,8400.0,,26
JPN,Japan,parliament,2014-12-14,11.37,21.0,475,JCP,Nihon Kyōsan-tō,Japan Communist Party,1.148,5,850,788.0,1044.0,1540,Nihon Kyosan-to,com,Communist/Socialist,4.072,4.032,3.3,71220.0,,,,2201.0,,8376.0,,14
JPN,Japan,parliament,2014-12-14,,9.0,475,none,no party affiliation,no party affiliation,,5,850,788.0,1044.0,905,no party affiliation,none,no family,,,,,,,,,,,,12
JPN,Japan,parliament,2014-12-14,2.46,2.0,475,JSP,Nihon Shakai-tō,Japan Socialist Party,2.6344,5,850,788.0,1044.0,940,Nihon Shakai-to,soc,Social democracy,4.1367,3.121,8.1,71320.0,,,,2202.0,,8472.0,,11
JPN,Japan,parliament,2014-12-14,2.65,2.0,475,PFG,Jisedai No Tou,Party for Future Generations,8.7,5,850,788.0,1044.0,2404,Jisedai No Tou,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
JPN,Japan,parliament,2014-12-14,1.93,2.0,475,PLFP,Kokumin no Seikatsu ga Daiichi | Seikatsu no Tō,People's Life First Party,7.4,5,850,788.0,1044.0,2069,Kokumin no Seikatsu ga Daiichi | Seikatsu no To,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
JPN,Japan,parliament,2014-12-14,0.03,0.0,475,no-seat,no seat,no seat,,5,850,788.0,1044.0,2141,no seat,none,no family,,,,,,,,,,,,12
LTU,Lithuania,parliament,2012-10-14,18.37,37.0,141,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,3.1972,15,786,646.0,1026.0,1277,Lietuvos socialdemokratu partija,soc,Social democracy,3.8262,5.2732,9.0702,88320.0,203.0,1440320.0,,,,2320.0,2501.0,11
LTU,Lithuania,parliament,2012-10-14,15.08,33.0,141,TS-LK,Tėvynės Sąjunga,Homeland Union,7.4004,15,786,646.0,1026.0,1045,Tevynes Sajunga,con,Conservative,6.694,7.1939,9.7006,88620.0,209.0,1440620.0,,2406.0,,2404.0,2506.0,26
LTU,Lithuania,parliament,2012-10-14,19.82,29.0,141,DP,Darbo Partija,Labour Party,3.86,15,786,646.0,1026.0,581,Darbo Partija,lib,Liberal,4.29,5.8,8.5667,,199.0,1440322.0,,,,,2516.0,6
LTU,Lithuania,parliament,2012-10-14,7.31,11.0,141,TT-LDP,Tvarka ir teisingumas – Liberalų Demokratų Partija,Order and Justice -- Liberal Democratic Party,5.2955,15,786,646.0,1026.0,1421,Tvarka ir teisingumas -- Liberalu Demokratu Partija,con,Conservative,4.9093,7.2116,7.3184,,207.0,1440621.0,,,,2236.0,2515.0,26
LTU,Lithuania,parliament,2012-10-14,8.57,10.0,141,LRLS,Lietuvos Respublikos Liberalų sąjūdis,Liberals Movement of the Republic of Lithuania,7.7562,15,786,646.0,1026.0,482,Lietuvos Respublikos Liberaly sajudis,lib,Liberal,8.2271,2.8532,9.2244,,202.0,1440421.0,,,,2348.0,2518.0,6
LTU,Lithuania,parliament,2012-10-14,5.83,8.0,141,LLRA,Lietuvos lenkų rinkimų akcija,Election Action of Lithuania's Poles,3.865,15,786,646.0,1026.0,28,Lietuvos lenku rinkimu akcija,spec,Special issue,3.9,7.325,7.4667,88951.0,,1440952.0,,,,,2511.0,16
LTU,Lithuania,parliament,2012-10-14,7.99,7.0,141,DK,Drąsos Kelias,The Way of Courage,,15,786,646.0,1026.0,2121,Drasos Kelias,spec,Special issue,,,,,,,,,,,,16
LTU,Lithuania,parliament,2012-10-14,,3.0,141,none,no party affiliation,no party affiliation,,15,786,646.0,1026.0,58,no party affiliation,none,no family,,,,,,,,,,,,12
LTU,Lithuania,parliament,2012-10-14,3.88,1.0,141,LVLS,Lietuvos valstiečių sąjunga,Lithuanian Peasant Union,3.2687,15,786,646.0,1026.0,191,Lietuvos valstiecic sajunga,agr,Agrarian,3.7152,5.8514,5.2909,,,,,,,2432.0,,2
LTU,Lithuania,parliament,2012-10-14,2.06,0.0,141,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,7.7562,15,786,646.0,1026.0,983,Liberalc ir centro sajunga,lib,Liberal,8.2271,2.8532,9.2244,,200.0,1440420.0,,,,2348.0,,6
LTU,Lithuania,parliament,2012-10-14,1.76,0.0,141,TAIP,Tėvynės atgimimas ir perspektyva,YES -- Homeland Revival and Perspective,6.0,15,786,646.0,1026.0,2122,Tevynes atgimimas ir perspektyva,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
LTU,Lithuania,parliament,2012-10-14,1.21,0.0,141,SPF,Socialist People's Front,Socialist People's Front,1.2,15,786,646.0,1026.0,1056,Socialist People's Front,com,Communist/Socialist,1.4,3.0,3.3,,206.0,,,,,,2519.0,14
LTU,Lithuania,parliament,2012-10-14,1.2,0.0,141,KKSS,Krikščionių konservatorių socialinė sąjunga,Christian Conservative Social Union,6.4579,15,786,646.0,1026.0,709,Krikscioniu konservatoriu socialine sajunga,chr,Christian democracy,5.9079,7.3618,7.5877,,,,,,,2292.0,2510.0,3
LUX,Luxembourg,parliament,2013-10-20,33.68,23.0,60,CSV,Chrëschtlech Sozial Vollekspartei – Parti populaire chrétien social – Christlich Soziale Volkspartei,Christian Social People's Party,6.4474,7,803,172.0,1063.0,1234,Chreschtlech Sozial Vollekspartei -- Parti populaire chretien social -- Christlich Soziale Volkspartei,chr,Christian democracy,6.7105,7.5,8.3952,23520.0,210.0,1442520.0,,,901.0,6886.0,,3
LUX,Luxembourg,parliament,2013-10-20,18.25,13.0,60,DP,Demokratesch Partei – Parti Démocratique – Demokratische Partei,Democratic Party,6.5789,7,803,172.0,1063.0,967,Demokratesch Partei -- Parti Democratique -- Demokratische Partei,lib,Liberal,7.3684,2.7632,7.2706,23420.0,212.0,1442420.0,,,903.0,6926.0,,6
LUX,Luxembourg,parliament,2013-10-20,20.28,13.0,60,LSAP,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,Luxembourg Socialist Workers' Party,3.2895,7,803,172.0,1063.0,701,Letzebuerger Sozialistesch Arbechterpartei -- Parti Ouvrier Socialiste Luxembourgeois -- Luxemburger Sozialistische Arbeiterpartei,soc,Social democracy,3.9474,1.3158,8.1978,23320.0,211.0,1442320.0,,,902.0,6966.0,,11
LUX,Luxembourg,parliament,2013-10-20,10.13,6.0,60,Greng,Déi Gréng – Les Verts – Die Grünen,The Greens,2.5,7,803,172.0,1063.0,310,Dei Greng -- Les Verts -- Die Gruenen,eco,Green/Ecologist,1.5789,0.7895,7.5,23113.0,213.0,1442113.0,,,,6946.0,,19
LUX,Luxembourg,parliament,2013-10-20,6.64,3.0,60,AR|ADR,Aktionskomitee Rente – Comité d’action pensions | Alternativ Demokratesch Reformpartei – Parti réformiste d'alternative démocratique,Action Committee Pensions | Alternative Democratic Reform Party,8.8158,7,803,172.0,1063.0,1582,Aktionskomitee Rente -- Comite d action pensions | Alternativ Demokratesch Reformpartei -- Parti reformiste d alternative democratique,con,Conservative,6.3158,7.5,2.5329,23951.0,214.0,1442951.0,,,907.0,6866.0,,26
LUX,Luxembourg,parliament,2013-10-20,4.94,2.0,60,DL,Déi Lénk – La Gauche – Die Linke,The Left,0.5263,7,803,172.0,1063.0,457,Dei Lenk -- La Gauche -- Die Linke,com,Communist/Socialist,0.8772,1.0526,0.8772,,215.0,1442222.0,,,,6906.0,,14
LUX,Luxembourg,parliament,2013-10-20,1.64,0.0,60,KPL,Kommunistesch Partei Lëtzebuerg – Parti Communiste Luxembourgeois – Kommunistische Partei Luxemburg,Communist Party of Luxembourg,1.2,7,803,172.0,1063.0,151,Kommunistesch Partei Letzebuerg -- Parti Communiste Luxembourgeois -- Kommunistische Partei Luxemburg,com,Communist/Socialist,1.4,3.0,2.6,23220.0,216.0,1442220.0,,,904.0,,,14
LUX,Luxembourg,parliament,2013-10-20,2.94,0.0,60,Pi,Piratepartei Lëtzebuerg – Piratenpartei Parti pirate du Luxembourg – Piratenpartei Luxemburg,Pirate Party Luxembourg,,7,803,172.0,1063.0,2256,Piratepartei Letzebuerg -- Parti pirate du Luxembourg -- Piratenpartei Luxemburg,spec,Special issue,,,,,,,,,,,,16
LUX,Luxembourg,parliament,2013-10-20,1.5,0.0,60,PID,Partei fir Integral Demokratie – Parti pour la democratie integrale – Partei für Integrale Demokratie,Party for Full Democracy,7.4,7,803,172.0,1063.0,2257,Partei fir Integral Demokratie -- Parti pour la democratie integrale -- Partei fur Integrale Demokratie,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
LVA,Latvia,parliament,2014-10-04,23.0,24.0,100,S,Saskaņas,Harmony,3.0,55,831,765.0,1073.0,1100,Saskanas,soc,Social democracy,3.25,4.25,7.5,,195.0,1428317.0,,,,,2410.0,11
LVA,Latvia,parliament,2014-10-04,21.87,23.0,100,V,Vienotība,Unity,7.4,55,831,765.0,1073.0,1666,Vienotiba,con,Conservative,6.4,6.9,7.8,,,,,,,,2412.0,26
LVA,Latvia,parliament,2014-10-04,19.53,21.0,100,ZZS,Zaļo un Zemnieku savienība,Green and Farmers' Union,5.2632,55,831,765.0,1073.0,466,Zalo un Zemnieku savieniba,agr,Agrarian,5.3947,6.1184,6.7763,87110.0,198.0,1428110.0,,,,2210.0,,2
LVA,Latvia,parliament,2014-10-04,16.61,17.0,100,NA/TB/LNNK,Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK,National Alliance / For Fatherland and Freedom / LNNK,8.2588,55,831,765.0,1073.0,521,Nacionala apvieniba / Tevzemei un Brivibai / LNNK,right,Right-wing,6.4433,7.4251,7.0102,87723.0,197.0,1428723.0,,,,2132.0,2406.0,40
LVA,Latvia,parliament,2014-10-04,6.66,8.0,100,LRa,Latvijas Reģionu apvienība,Latvian Association of Regions,7.4,55,831,765.0,1073.0,2366,Latvijas Regionu apvieniba,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
LVA,Latvia,parliament,2014-10-04,6.85,7.0,100,NsL,No sirds Latvijai,For Latvia from the Heart,7.4,55,831,765.0,1073.0,2365,No sirds Latvijai,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
LVA,Latvia,parliament,2014-10-04,1.58,0.0,100,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,1.25,55,831,765.0,1073.0,1520,Par cilveka tiesibam vienota Latvija,soc,Social democracy,2.1093,5.5837,4.8684,87422.0,192.0,1428422.0,,,,2106.0,2402.0,11
LVA,Latvia,parliament,2014-10-04,1.18,0.0,100,ViLa,Vienoti Latvijai,United for Latvia,,55,831,765.0,1073.0,2367,Vienoti Latvijai,code,to be coded,,,,,,,,,,,,28
MLT,Malta,parliament,2013-03-09,54.83,39.0,69,MLP,Partit Laburista,Malta Labour Party,4.2105,72,790,203.0,468.0,1003,Partit Laburista,soc,Social democracy,5.1128,6.3158,2.406,54320.0,226.0,1470300.0,,,,7004.0,,11
MLT,Malta,parliament,2013-03-09,43.34,30.0,69,PN,Partit Nazzjonalista,Nationalist Party,5.7143,72,790,203.0,468.0,984,Partit Nazzjonalista,con,Conservative,4.6617,6.9173,9.3985,54620.0,227.0,1470500.0,,,,7022.0,,26
MLT,Malta,parliament,2013-03-09,1.8,0.0,69,AD,Alternattiva Demokratika,Democratic Alternative,3.7895,72,790,203.0,468.0,360,Alternattiva Demokratika,eco,Green/Ecologist,3.2632,4.6316,9.2632,,224.0,1470100.0,,,,6986.0,,19
NLD,Netherlands,parliament,2012-09-12,26.58,41.0,150,VVD,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,7.3482,8,785,530.0,1028.0,1409,Volkspartij voor Vrijheid en Democratie,lib,Liberal,7.8979,4.3887,5.9471,22420.0,305.0,1528420.0,1107.0,2605.0,1003.0,7200.0,1003.0,6
NLD,Netherlands,parliament,2012-09-12,24.84,38.0,150,PvdA,Partij van de Arbeid,Labour Party,3.6118,8,785,530.0,1028.0,742,Partij van de Arbeid,soc,Social democracy,3.868,3.2028,7.9904,22320.0,299.0,1528320.0,1104.0,2602.0,1002.0,7140.0,1002.0,11
NLD,Netherlands,parliament,2012-09-12,10.08,15.0,150,PVV,Partij voor de Vrijheid,Party for Freedom,8.8,8,785,530.0,1028.0,1501,Partij voor de Vrijheid,con,Conservative,8.29,6.57,0.9167,,301.0,1528600.0,,,,,1017.0,26
NLD,Netherlands,parliament,2012-09-12,9.65,15.0,150,SP,Socialistiese Partij,Socialist Party,1.2146,8,785,530.0,1028.0,357,Socialistiese Partij,com,Communist/Socialist,1.0421,4.2099,2.5049,22220.0,304.0,1528220.0,1101.0,,,7180.0,1014.0,14
NLD,Netherlands,parliament,2012-09-12,8.51,13.0,150,CDA,Christen Democratisch Appèl,Christian Democratic Appeal,5.9376,8,785,530.0,1028.0,235,Christen Democratisch Appel,chr,Christian democracy,5.8848,6.6882,7.7157,22521.0,293.0,1528521.0,1106.0,2604.0,1001.0,7040.0,1001.0,3
NLD,Netherlands,parliament,2012-09-12,8.03,12.0,150,D66,Democraten 66,Democrats 66,4.5066,8,785,530.0,1028.0,345,Democraten 66,lib,Liberal,4.9917,1.7625,8.6233,22330.0,295.0,1528330.0,1105.0,2603.0,1004.0,7080.0,1004.0,6
NLD,Netherlands,parliament,2012-09-12,3.13,5.0,150,CU,ChristenUnie – Staatkundig Gereformeerde Partij,ChristianUnion -- Reformed Political Party,6.1732,8,785,530.0,1028.0,1206,ChristenUnie -- Staatkundig Gereformeerde Partij,chr,Christian democracy,4.6769,8.6005,4.4157,22526.0,294.0,1528526.0,,,,7060.0,1016.0,3
NLD,Netherlands,parliament,2012-09-12,2.33,4.0,150,GL,GroenLinks,GreenLeft,2.0454,8,785,530.0,1028.0,756,GroenLinks,eco,Green/Ecologist,2.1108,1.644,6.1973,22110.0,297.0,1528110.0,,2601.0,1005.0,7100.0,1005.0,19
NLD,Netherlands,parliament,2012-09-12,2.09,3.0,150,SGP,Staatkundig Gereformeerde Partij,Political Reformed Party,8.7531,8,785,530.0,1028.0,1251,Staatkundig Gereformeerde Partij,con,Conservative,6.3487,9.7744,2.9307,,294.0,1528527.0,1110.0,2607.0,1006.0,7160.0,1019.0,26
NLD,Netherlands,parliament,2012-09-12,1.93,2.0,150,PvdD,Partij voor de Dieren,Party for the Animals,,8,785,530.0,1028.0,990,Partij voor de Dieren,spec,Special issue,,,,,300.0,1528006.0,,,,,1018.0,16
